"ID","REFERENCE","ORDER_DATE","SUPPLIER_ID","TOTAL_AMOUNT","DESCRIPTION","STATUS"
2063,PO007-5,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
2064,PO014-1,2022-09-15 00:00:00.000,137,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2065,PO014-2,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2066,PO014-4,2022-09-15 00:00:00.000,98,,"3TB SATA HARD DISK x 4",Received
2067,PO014-4,2022-09-15 00:00:00.000,150,,"3TB SATA HARD DISK x 4",Received
2068,PO014-5,2022-09-15 00:00:00.000,111,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2069,PO014-1,2022-09-15 00:00:00.000,134,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2070,PO014-2,2022-09-15 00:00:00.000,137,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2071,PO014-2,2022-09-15 00:00:00.000,150,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2072,PO014-3,2022-09-15 00:00:00.000,134,,GENIUS MEDIA POINTER 900BT x 3,Received
2073,PO014-3,2022-09-15 00:00:00.000,124,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2074,PO014-3,2022-09-15 00:00:00.000,137,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2075,PO014-3,2022-09-15 00:00:00.000,124,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2076,PO014-4,2022-09-15 00:00:00.000,95,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2077,PO014-4,2022-09-15 00:00:00.000,124,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2078,PO014-4,2022-09-15 00:00:00.000,134,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2079,PO014-4,2022-09-15 00:00:00.000,111,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2080,PO014-4,2022-09-15 00:00:00.000,134,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2081,PO014-4,2022-09-15 00:00:00.000,137,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2082,PO014-4,2022-09-15 00:00:00.000,147,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2083,PO014-4,2022-09-15 00:00:00.000,111,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2084,PO014-5,2022-09-15 00:00:00.000,108,,EPSON LQ310 DOT MATRIX PRINTER,Received
2085,PO014-5,2022-09-15 00:00:00.000,98,,LENOVO B50-30 x 5,Received
2086,PO014-5,2022-09-15 00:00:00.000,124,,LENOVO B50-30 x 5,Received
2087,PO014-5,2022-09-15 00:00:00.000,121,,DELL N3543 CORE i5 x 3,Cancelled
2088,PO001,2022-01-03 00:00:00.000,94,,Vehicle Spare parts,Closed
2089,PO001-1,2022-01-03 00:00:00.000,105,,Back lights,Received
2090,PO001-1,2022-01-03 00:00:00.000,107,,Back lights,Received
2091,PO001-2,2022-01-03 00:00:00.000,131,,Spark plug,Received
2092,PO001-2,2022-01-03 00:00:00.000,146,,Spark plug,Received
2093,PO002,2022-01-10 00:00:00.000,103,750000,Purchase of Car,Open
2094,PO002-1,2022-01-10 00:00:00.000,129,,Purchase of Car Model X,Received
2095,PO002-1,2022-01-10 00:00:00.000,142,,Purchase of Car Model X,Received
2096,PO003,2022-01-24 00:00:00.000,124,57300,Computer screens,Closed
2097,PO003,2022-01-24 00:00:00.000,147,57300,Computer screens,Closed
2098,PO003-2,2022-01-24 00:00:00.000,121,,"Screens 35""",Received
2099,PO003-2,2022-01-24 00:00:00.000,124,,"Screens 35""",Received
2100,PO003-3,2022-01-24 00:00:00.000,95,,"Screens 15""",Received
2101,PO003-3,2022-01-24 00:00:00.000,121,,"Screens 15""",Received
2102,PO003-3,2022-01-24 00:00:00.000,137,,"Screens 15""",Received
2103,PO003-3,2022-01-24 00:00:00.000,147,,"Screens 15""",Received
2104,PO001-3,2022-01-03 00:00:00.000,92,,Fuel filter,Received
2105,PO001-3,2022-01-03 00:00:00.000,131,,Fuel filter,Received
2106,PO004-1,2022-02-07 00:00:00.000,127,,Pen Parker blue,Received
2107,PO001-4,2022-01-03 00:00:00.000,94,,Air filter,Received
2108,PO003-4,2022-01-24 00:00:00.000,98,,"Screens 35""",Received
2109,PO001-6,2022-01-03 00:00:00.000,133,,Axle,Received
2110,PO006,2022-02-16 00:00:00.000,148,250000,Stationery orders,Open
2111,PO006-1,2022-02-16 00:00:00.000,122,,Packet 1,Received
2112,PO007,2022-06-03 00:00:00.000,113,26700,Taxi services fees,Closed
2113,PO008,2022-06-05 00:00:00.000,110,85200,Orders of computer spare parts,Open
2114,PO009-1,2022-06-18 00:00:00.000,99,,Security vests for firewardens,Received
2115,PO010-1,2022-07-03 00:00:00.000,115,,Air Conditioner Fan Capacitor x 1000,Received
2116,PO010-1,2022-07-03 00:00:00.000,154,,Air Conditioner Fan Capacitor x 1000,Received
2117,PO010-3,2022-07-03 00:00:00.000,141,,Block connector universal x 200,Received
2118,PO010-3,2022-07-03 00:00:00.000,154,,Block connector universal x 200,Received
2119,PO008-1,2022-06-05 00:00:00.000,123,,"10 HDDs 3TB",Received
2120,PO012,2022-08-16 00:00:00.000,105,265000,Vehicle Spare parts,Open
2121,PO012,2022-08-16 00:00:00.000,120,265000,Vehicle Spare parts,Open
2122,PO012,2022-08-16 00:00:00.000,144,265000,Vehicle Spare parts,Open
2123,PO012-1,2022-08-16 00:00:00.000,107,,Aluminium evaporator x 15,Received
2124,PO012-1,2022-08-16 00:00:00.000,131,,Aluminium evaporator x 15,Received
2125,PO012-1,2022-08-16 00:00:00.000,94,,Wheels and balancing,Received
2126,PO012-2,2022-08-16 00:00:00.000,92,,Dashboard for cards,Received
2127,PO012-3,2022-08-16 00:00:00.000,92,,High pressure fuel injector nozzle OEM x 10,Received
2128,PO012-3,2022-08-16 00:00:00.000,120,,High pressure fuel injector nozzle OEM x 10,Received
2129,PO012-3,2022-08-16 00:00:00.000,144,,High pressure fuel injector nozzle OEM x 10,Received
2130,PO012-5,2022-08-16 00:00:00.000,105,,Aluminium alloy set x 5,Received
2131,PO012-5,2022-08-16 00:00:00.000,120,,Aluminium alloy set x 5,Received
2132,PO012-5,2022-08-16 00:00:00.000,94,,Master brake x 12,Received
2133,PO012-5,2022-08-16 00:00:00.000,107,,Master brake x 12,Received
2134,PO013-3,2022-08-20 00:00:00.000,142,,Chevrolet Equinox,Received
2135,PO013-4,2022-08-20 00:00:00.000,116,,Hyundai Tucson,Received
2136,PO007-1,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
2137,PO007-4,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
2138,PO007-4,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
2139,PO007-4,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
2140,PO007-4,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
2141,PO006-1,2022-02-16 00:00:00.000,122,,Packet 2,Received
2142,PO014,2022-09-15 00:00:00.000,121,,Purchases of Digital equipment,Open
2143,PO014-1,2022-09-15 00:00:00.000,111,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2144,PO014-3,2022-09-15 00:00:00.000,95,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2145,PO014-3,2022-09-15 00:00:00.000,98,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2146,PO014-3,2022-09-15 00:00:00.000,134,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2147,PO014-4,2022-09-15 00:00:00.000,137,,"3TB SATA HARD DISK x 4",Received
2148,PO014-5,2022-09-15 00:00:00.000,150,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2149,PO014-2,2022-09-15 00:00:00.000,98,,VIEWSONIC PJD5155 PROJECTOR,Received
2150,PO014-2,2022-09-15 00:00:00.000,95,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2151,PO014-2,2022-09-15 00:00:00.000,134,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2152,PO014-3,2022-09-15 00:00:00.000,147,,GENIUS MEDIA POINTER 900BT x 3,Received
2153,PO014-3,2022-09-15 00:00:00.000,111,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2154,PO014-3,2022-09-15 00:00:00.000,124,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2155,PO014-3,2022-09-15 00:00:00.000,121,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2156,PO014-4,2022-09-15 00:00:00.000,95,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2157,PO014-4,2022-09-15 00:00:00.000,121,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2158,PO014-5,2022-09-15 00:00:00.000,111,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2159,PO014-5,2022-09-15 00:00:00.000,137,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2160,PO014-5,2022-09-15 00:00:00.000,95,,EPSON LQ310 DOT MATRIX PRINTER,Received
2161,PO014-5,2022-09-15 00:00:00.000,111,,LENOVO B50-30 x 5,Received
2162,PO014-5,2022-09-15 00:00:00.000,137,,LENOVO B50-30 x 5,Received
2163,PO014-5,2022-09-15 00:00:00.000,95,,DELL N3543 CORE i5 x 3,Cancelled
2164,PO014-5,2022-09-15 00:00:00.000,98,,DELL N3543 CORE i5 x 3,Cancelled
2165,PO014-5,2022-09-15 00:00:00.000,111,,DELL N3543 CORE i5 x 3,Cancelled
2166,PO014-5,2022-09-15 00:00:00.000,147,,DELL N3543 CORE i5 x 3,Cancelled
2167,PO001-2,2022-01-03 00:00:00.000,118,,Spark plug,Received
2168,PO001-2,2022-01-03 00:00:00.000,144,,Spark plug,Received
2169,PO002-1,2022-01-10 00:00:00.000,116,,Purchase of Car Model X,Received
2170,PO003,2022-01-24 00:00:00.000,98,57300,Computer screens,Closed
2171,PO003,2022-01-24 00:00:00.000,121,57300,Computer screens,Closed
2172,PO003-1,2022-01-24 00:00:00.000,121,,"Screens 22""",Received
2173,PO003-1,2022-01-24 00:00:00.000,124,,"Screens 22""",Received
2174,PO003-2,2022-01-24 00:00:00.000,98,,"Screens 35""",Received
2175,PO003-2,2022-01-24 00:00:00.000,108,,"Screens 35""",Received
2176,PO003-2,2022-01-24 00:00:00.000,150,,"Screens 35""",Received
2177,PO001-3,2022-01-03 00:00:00.000,133,,Fuel filter,Received
2178,PO004-2,2022-02-07 00:00:00.000,114,,Pencil HB boxes,Received
2179,PO004-2,2022-02-07 00:00:00.000,140,,Pencil HB boxes,Received
2180,PO005,2022-04-07 00:00:00.000,106,21000,International Magazines,Closed
2181,PO005-1,2022-04-07 00:00:00.000,93,,National geo nature,Received
2182,PO005-1,2022-04-07 00:00:00.000,132,,National geo nature,Received
2183,PO003-4,2022-01-24 00:00:00.000,108,,"Screens 35""",Received
2184,PO003-4,2022-01-24 00:00:00.000,124,,"Screens 35""",Received
2185,PO003-4,2022-01-24 00:00:00.000,134,,"Screens 35""",Received
2186,PO001-5,2022-01-03 00:00:00.000,94,,Brake disc,Received
2187,PO001-6,2022-01-03 00:00:00.000,94,,Axle,Received
2188,PO006,2022-02-16 00:00:00.000,96,250000,Stationery orders,Open
2189,PO006-1,2022-02-16 00:00:00.000,135,,Packet 1,Received
2190,PO007,2022-06-03 00:00:00.000,104,26700,Taxi services fees,Closed
2191,PO008,2022-06-05 00:00:00.000,123,85200,Orders of computer spare parts,Open
2192,PO008,2022-06-05 00:00:00.000,136,85200,Orders of computer spare parts,Open
2193,PO009-1,2022-06-18 00:00:00.000,164,,Security vests for firewardens,Received
2194,PO010,2022-07-03 00:00:00.000,115,,Electronic spare parts,Closed
2195,PO010-1,2022-07-03 00:00:00.000,128,,Electronic Component Lead 2000 Kgs,Received
2196,PO008-1,2022-06-05 00:00:00.000,149,,"10 HDDs 3TB",Received
2197,PO008-1,2022-06-05 00:00:00.000,162,,"10 HDDs 3TB",Received
2198,PO006-1,2022-02-16 00:00:00.000,96,,Packet 3,Received
2199,PO006-1,2022-02-16 00:00:00.000,161,,Packet 3,Received
2200,PO011-2,2022-07-06 00:00:00.000,114,,Organizers x 200,Received
2201,PO012,2022-08-16 00:00:00.000,159,265000,Vehicle Spare parts,Open
2202,PO008-2,2022-06-05 00:00:00.000,97,,Seagate Barracuda 2TB SATA Hard Drive,Received
2203,PO008-2,2022-06-05 00:00:00.000,149,,Seagate Barracuda 2TB SATA Hard Drive,Received
2204,PO012-1,2022-08-16 00:00:00.000,107,,Wheels and balancing,Received
2205,PO012-1,2022-08-16 00:00:00.000,131,,Wheels and balancing,Received
2206,PO012-2,2022-08-16 00:00:00.000,105,,Servicing of cars,Received
2207,PO012-2,2022-08-16 00:00:00.000,131,,Servicing of cars,Received
2208,PO012-2,2022-08-16 00:00:00.000,144,,Servicing of cars,Received
2209,PO012-2,2022-08-16 00:00:00.000,94,,Rear door + repair,Received
2210,PO012-5,2022-08-16 00:00:00.000,159,,Aluminium alloy set x 5,Received
2211,PO012-5,2022-08-16 00:00:00.000,131,,Master brake x 12,Received
2212,PO012-5,2022-08-16 00:00:00.000,146,,Master brake x 12,Received
2213,PO012-5,2022-08-16 00:00:00.000,159,,Master brake x 12,Received
2214,PO013,2022-08-20 00:00:00.000,116,,Purchase of Cars,Closed
2215,PO013,2022-08-20 00:00:00.000,155,,Purchase of Cars,Closed
2216,PO013,2022-08-20 00:00:00.000,168,,Purchase of Cars,Closed
2217,PO013-1,2022-08-20 00:00:00.000,155,,Audi Q5,Received
2218,PO006-1,2022-02-16 00:00:00.000,109,,Packet 6,Received
2219,PO006-1,2022-02-16 00:00:00.000,148,,Packet 6,Received
2220,PO007-1,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
2221,PO007-2,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
2222,PO007-3,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Cancelled
2223,PO007-3,2022-06-03 00:00:00.000,165,,Employee journey taxi service,Cancelled
2224,PO007-4,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
2225,PO007-5,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
2226,PO007-5,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
2227,PO006-1,2022-02-16 00:00:00.000,135,,Packet 2,Received
2228,PO014,2022-09-15 00:00:00.000,124,,Purchases of Digital equipment,Open
2229,PO014-1,2022-09-15 00:00:00.000,160,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2230,PO014-2,2022-09-15 00:00:00.000,98,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2231,PO014-2,2022-09-15 00:00:00.000,121,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2232,PO014-3,2022-09-15 00:00:00.000,147,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2233,PO014-4,2022-09-15 00:00:00.000,108,,"3TB SATA HARD DISK x 4",Received
2234,PO014-4,2022-09-15 00:00:00.000,121,,"3TB SATA HARD DISK x 4",Received
2235,PO014-4,2022-09-15 00:00:00.000,163,,"3TB SATA HARD DISK x 4",Received
2236,PO014-5,2022-09-15 00:00:00.000,108,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2237,PO014-5,2022-09-15 00:00:00.000,163,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2238,PO014-1,2022-09-15 00:00:00.000,108,,FAN UNIT x 20,Cancelled
2239,PO014-1,2022-09-15 00:00:00.000,95,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2240,PO014-1,2022-09-15 00:00:00.000,108,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2241,PO014-1,2022-09-15 00:00:00.000,137,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2242,PO014-1,2022-09-15 00:00:00.000,147,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2243,PO014-2,2022-09-15 00:00:00.000,95,,VIEWSONIC PJD5155 PROJECTOR,Received
2244,PO014-2,2022-09-15 00:00:00.000,134,,VIEWSONIC PJD5155 PROJECTOR,Received
2245,PO014-3,2022-09-15 00:00:00.000,137,,GENIUS MEDIA POINTER 900BT x 3,Received
2246,PO014-3,2022-09-15 00:00:00.000,160,,GENIUS MEDIA POINTER 900BT x 3,Received
2247,PO014-3,2022-09-15 00:00:00.000,147,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2248,PO014-3,2022-09-15 00:00:00.000,137,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2249,PO014-3,2022-09-15 00:00:00.000,150,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2250,PO014-3,2022-09-15 00:00:00.000,163,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2251,PO014-3,2022-09-15 00:00:00.000,95,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2252,PO014-3,2022-09-15 00:00:00.000,137,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2253,PO014-4,2022-09-15 00:00:00.000,147,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2254,PO014-4,2022-09-15 00:00:00.000,121,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2255,PO014-4,2022-09-15 00:00:00.000,163,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2256,PO014-4,2022-09-15 00:00:00.000,95,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2257,PO014-5,2022-09-15 00:00:00.000,95,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2258,PO014-5,2022-09-15 00:00:00.000,121,,EPSON LQ310 DOT MATRIX PRINTER,Received
2259,PO014-5,2022-09-15 00:00:00.000,124,,EPSON LQ310 DOT MATRIX PRINTER,Received
2260,PO014-5,2022-09-15 00:00:00.000,150,,EPSON LQ310 DOT MATRIX PRINTER,Received
2261,PO014-5,2022-09-15 00:00:00.000,95,,LENOVO B50-30 x 5,Received
2262,PO014-5,2022-09-15 00:00:00.000,108,,LENOVO B50-30 x 5,Received
2263,PO014-5,2022-09-15 00:00:00.000,134,,LENOVO B50-30 x 5,Received
2264,PO014-5,2022-09-15 00:00:00.000,124,,DELL N3543 CORE i5 x 3,Cancelled
2265,PO001,2022-01-03 00:00:00.000,105,,Vehicle Spare parts,Closed
2266,PO001,2022-01-03 00:00:00.000,107,,Vehicle Spare parts,Closed
2267,PO001-1,2022-01-03 00:00:00.000,118,,Back lights,Received
2268,PO001-1,2022-01-03 00:00:00.000,133,,Back lights,Received
2269,PO001-2,2022-01-03 00:00:00.000,94,,Spark plug,Received
2270,PO001-2,2022-01-03 00:00:00.000,157,,Spark plug,Received
2271,PO002-1,2022-01-10 00:00:00.000,155,,Purchase of Car Model X,Received
2272,PO003,2022-01-24 00:00:00.000,111,57300,Computer screens,Closed
2273,PO003,2022-01-24 00:00:00.000,150,57300,Computer screens,Closed
2274,PO003-1,2022-01-24 00:00:00.000,98,,"Screens 22""",Received
2275,PO003-3,2022-01-24 00:00:00.000,124,,"Screens 15""",Received
2276,PO001-3,2022-01-03 00:00:00.000,144,,Fuel filter,Received
2277,PO004,2022-02-07 00:00:00.000,127,6800,Purchase of Stationeries,Closed
2278,PO004-1,2022-02-07 00:00:00.000,101,,Pen Parker blue,Received
2279,PO004-1,2022-02-07 00:00:00.000,166,,Pen Parker blue,Received
2280,PO004-2,2022-02-07 00:00:00.000,127,,Pencil HB boxes,Received
2281,PO001-4,2022-01-03 00:00:00.000,120,,Air filter,Received
2282,PO001-4,2022-01-03 00:00:00.000,131,,Air filter,Received
2283,PO005-2,2022-04-07 00:00:00.000,93,,Science world,Received
2284,PO003-4,2022-01-24 00:00:00.000,147,,"Screens 35""",Received
2285,PO004-3,2022-02-07 00:00:00.000,127,3000,Paper reams,Received
2286,PO004-4,2022-02-07 00:00:00.000,114,600,Clips boxes,Cancelled
2287,PO001-5,2022-01-03 00:00:00.000,144,,Brake disc,Received
2288,PO007,2022-06-03 00:00:00.000,156,26700,Taxi services fees,Closed
2289,PO007,2022-06-03 00:00:00.000,165,26700,Taxi services fees,Closed
2290,PO008,2022-06-05 00:00:00.000,162,85200,Orders of computer spare parts,Open
2291,PO009,2022-06-18 00:00:00.000,112,36800,Security vests,Open
2292,PO009,2022-06-18 00:00:00.000,151,36800,Security vests,Open
2293,PO009,2022-06-18 00:00:00.000,164,36800,Security vests,Open
2294,PO010,2022-07-03 00:00:00.000,141,,Electronic spare parts,Closed
2295,PO010,2022-07-03 00:00:00.000,167,,Electronic spare parts,Closed
2296,PO010-1,2022-07-03 00:00:00.000,141,,Electronic Component Lead 2000 Kgs,Received
2297,PO010-1,2022-07-03 00:00:00.000,128,,Air Conditioner Fan Capacitor x 1000,Received
2298,PO010-1,2022-07-03 00:00:00.000,167,,Air Conditioner Fan Capacitor x 1000,Received
2299,PO010-2,2022-07-03 00:00:00.000,102,,Aluminium LED PCB Assemblies x 100,Received
2300,PO010-2,2022-07-03 00:00:00.000,128,,Starter capacitor x 2000,Received
2301,PO011,2022-07-06 00:00:00.000,140,43200,Purchase of Stationeries,Closed
2302,PO011-1,2022-07-06 00:00:00.000,114,,Staplers Heavy duty x 10,Received
2303,PO011-1,2022-07-06 00:00:00.000,127,,Staplers Heavy duty x 10,Received
2304,PO012,2022-08-16 00:00:00.000,94,265000,Vehicle Spare parts,Open
2305,PO012,2022-08-16 00:00:00.000,146,265000,Vehicle Spare parts,Open
2306,PO012-1,2022-08-16 00:00:00.000,105,,Aluminium evaporator x 15,Received
2307,PO012-1,2022-08-16 00:00:00.000,159,,Aluminium evaporator x 15,Received
2308,PO006-1,2022-02-16 00:00:00.000,109,,Packet 4,Received
2309,PO006-1,2022-02-16 00:00:00.000,161,,Packet 4,Received
2310,PO008-2,2022-06-05 00:00:00.000,123,,Seagate Barracuda 2TB SATA Hard Drive,Received
2311,PO012-2,2022-08-16 00:00:00.000,118,,Servicing of cars,Received
2312,PO012-2,2022-08-16 00:00:00.000,120,,Servicing of cars,Received
2313,PO012-2,2022-08-16 00:00:00.000,107,,Dashboard for cards,Received
2314,PO012-2,2022-08-16 00:00:00.000,118,,Dashboard for cards,Received
2315,PO012-2,2022-08-16 00:00:00.000,144,,Dashboard for cards,Received
2316,PO012-3,2022-08-16 00:00:00.000,146,,High pressure fuel injector nozzle OEM x 10,Received
2317,PO012-3,2022-08-16 00:00:00.000,157,,High pressure fuel injector nozzle OEM x 10,Received
2318,PO012-4,2022-08-16 00:00:00.000,94,,Air suspension compressor x 3,Received
2319,PO012-4,2022-08-16 00:00:00.000,131,,Air suspension compressor x 3,Received
2320,PO012-4,2022-08-16 00:00:00.000,157,,Air suspension compressor x 3,Received
2321,PO012-5,2022-08-16 00:00:00.000,144,,Aluminium alloy set x 5,Received
2322,PO006-1,2022-02-16 00:00:00.000,148,,Packet 5,Received
2323,PO013-1,2022-08-20 00:00:00.000,103,,Audi Q5,Received
2324,PO013-1,2022-08-20 00:00:00.000,168,,Audi Q5,Received
2325,PO013-2,2022-08-20 00:00:00.000,116,,Audi Q7,Received
2326,PO013-2,2022-08-20 00:00:00.000,129,,Audi Q7,Received
2327,PO013-3,2022-08-20 00:00:00.000,103,,Chevrolet Equinox,Received
2328,PO007-1,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
2329,PO007-3,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Cancelled
2330,PO007-3,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Cancelled
2331,PO007-3,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Cancelled
2332,PO007-3,2022-06-03 00:00:00.000,169,,Employee journey taxi service,Cancelled
